word,positive,negative,neutral,total_count
graders,1.0,0.0,0.0,1.0
reimbursed,0.0,0.0,1.0,1.0
grades,0.0,0.0,1.0,1.0
reincorporate,0.0,0.0,1.0,1.0
heaviest,0.0,0.0,1.0,1.0
rei,1.0,0.0,0.0,1.0
hechos,0.0,0.0,1.0,1.0
heck,1.0,0.0,0.0,1.0
candlestick,0.0,0.0,1.0,1.0
hedefi,0.0,0.0,1.0,1.0
hedefleri,0.0,0.0,1.0,1.0
hedera,1.0,0.0,0.0,1.0
goto,0.0,0.0,1.0,1.0
govern,0.0,0.0,1.0,1.0
governoralpha,1.0,0.0,0.0,1.0
regultion,0.0,0.0,1.0,1.0
regurgitated,0.0,0.0,1.0,1.0
governorbravo,1.0,0.0,0.0,1.0
rehearsal,0.0,1.0,0.0,1.0
reheated,0.0,0.0,1.0,1.0
heavenly,0.0,0.0,1.0,1.0
relates,0.0,0.0,1.0,1.0
relating,1.0,0.0,0.0,1.0
relations,0.0,0.0,1.0,1.0
relatives,0.0,0.0,1.0,1.0
relativizing,0.0,0.0,1.0,1.0
gooooooooooooooooood,0.0,0.0,1.0,1.0
relayer,0.0,0.0,1.0,1.0
relayers,0.0,0.0,1.0,1.0
campbelljaustin,1.0,0.0,0.0,1.0
goose,0.0,0.0,1.0,1.0
cams,1.0,0.0,0.0,1.0
canaries,0.0,0.0,1.0,1.0
canberra,0.0,0.0,1.0,1.0
canceling,0.0,1.0,0.0,1.0
goosing,1.0,0.0,0.0,1.0
cancellations,0.0,0.0,1.0,1.0
rektcoin,0.0,0.0,1.0,1.0
rekthq,0.0,0.0,1.0,1.0
camaraderie,0.0,0.0,1.0,1.0
gopvil,0.0,0.0,1.0,1.0
cambrian,0.0,0.0,1.0,1.0
cameos,1.0,0.0,0.0,1.0
camo,1.0,0.0,0.0,1.0
campaig,1.0,0.0,0.0,1.0
reinvest,1.0,0.0,0.0,1.0
reinvestment,0.0,0.0,1.0,1.0
gordon,1.0,0.0,0.0,1.0
gorgeous,0.0,0.0,1.0,1.0
rejects,0.0,0.0,1.0,1.0
gorpy,0.0,0.0,1.0,1.0
rejoice,0.0,0.0,1.0,1.0
rek,0.0,0.0,1.0,1.0
relinquishment,0.0,0.0,1.0,1.0
gospel,0.0,0.0,1.0,1.0
relocated,0.0,0.0,1.0,1.0
heating,1.0,0.0,0.0,1.0
remake,0.0,1.0,0.0,1.0
remaking,1.0,0.0,0.0,1.0
remanded,1.0,0.0,0.0,1.0
remark,0.0,0.0,1.0,1.0
caling,0.0,0.0,1.0,1.0
heats,0.0,0.0,1.0,1.0
callback,0.0,0.0,1.0,1.0
reliancejio,1.0,0.0,0.0,1.0
relic,1.0,0.0,0.0,1.0
relics,1.0,0.0,0.0,1.0
relieve,1.0,0.0,0.0,1.0
relinquishes,0.0,0.0,1.0,1.0
caixaresearch,0.0,0.0,1.0,1.0
cal,0.0,0.0,1.0,1.0
goonies,0.0,0.0,1.0,1.0
calcified,1.0,0.0,0.0,1.0
calculus,0.0,0.0,1.0,1.0
cali,0.0,0.0,1.0,1.0
calibrate,0.0,0.0,1.0,1.0
calilyliu,1.0,0.0,0.0,1.0
relays,0.0,0.0,1.0,1.0
relented,1.0,0.0,0.0,1.0
gooo,0.0,0.0,1.0,1.0
caio,0.0,0.0,1.0,1.0
cairoeth,1.0,0.0,0.0,1.0
caitlinclark22,1.0,0.0,0.0,1.0
caitlinlong,0.0,0.0,1.0,1.0
caixare,0.0,0.0,1.0,1.0
c17,0.0,0.0,1.0,1.0
c2hhcmqtmg,0.0,0.0,1.0,1.0
c4gwj1,0.0,0.0,1.0,1.0
c7,0.0,0.0,1.0,1.0
c8z5lc,1.0,0.0,0.0,1.0
cab,1.0,0.0,0.0,1.0
goooooooooo,0.0,0.0,1.0,1.0
cabin,0.0,0.0,1.0,1.0
goooooooooooooooooo,0.0,0.0,1.0,1.0
renaecormier,0.0,0.0,1.0,1.0
renamed,1.0,0.0,0.0,1.0
rendering,1.0,0.0,0.0,1.0
rendition,0.0,0.0,1.0,1.0
bygrida,0.0,0.0,1.0,1.0
byoa,0.0,0.0,1.0,1.0
c0jrpi,0.0,0.0,1.0,1.0
heritage,0.0,0.0,1.0,1.0
reminding,1.0,0.0,0.0,1.0
reminiscent,0.0,0.0,1.0,1.0
hermeneutic,1.0,0.0,0.0,1.0
remixed,0.0,0.0,1.0,1.0
herniated,0.0,0.0,1.0,1.0
remorse,0.0,0.0,1.0,1.0
goldbugs,0.0,0.0,1.0,1.0
goldmansachs,0.0,0.0,1.0,1.0
remarks,1.0,0.0,0.0,1.0
rematch,0.0,0.0,1.0,1.0
remediate,0.0,0.0,1.0,1.0
remediated,0.0,0.0,1.0,1.0
goldmine,0.0,0.0,1.0,1.0
remedies,0.0,0.0,1.0,1.0
remembering,0.0,0.0,1.0,1.0
golfing,1.0,0.0,0.0,1.0
reopens,1.0,0.0,0.0,1.0
reordering,1.0,0.0,0.0,1.0
hemorrhagic,1.0,0.0,0.0,1.0
reorganizations,1.0,0.0,0.0,1.0
reorganize,0.0,0.0,1.0,1.0
reorganizing,1.0,0.0,0.0,1.0
reown,0.0,0.0,1.0,1.0
renounce,0.0,0.0,1.0,1.0
renovate,1.0,0.0,0.0,1.0
renovo,0.0,0.0,1.0,1.0
renowned,0.0,0.0,1.0,1.0
renter,0.0,0.0,1.0,1.0
renters,0.0,0.0,1.0,1.0
reopen,0.0,0.0,1.0,1.0
reopened,1.0,0.0,0.0,1.0
henceforth,0.0,0.0,1.0,1.0
caf,0.0,0.0,1.0,1.0
cafes,0.0,0.0,1.0,1.0
caforever,0.0,0.0,1.0,1.0
caid,0.0,0.0,1.0,1.0
rendy,1.0,0.0,0.0,1.0
henchmen,1.0,0.0,0.0,1.0
henderson,0.0,0.0,1.0,1.0
cabinet,0.0,0.0,1.0,1.0
cabining,1.0,0.0,0.0,1.0
cable,1.0,0.0,0.0,1.0
cables,1.0,0.0,0.0,1.0
cabscrypto,0.0,0.0,1.0,1.0
cabsula,0.0,0.0,1.0,1.0
cacophony,0.0,0.0,1.0,1.0
cacti,0.0,0.0,1.0,1.0
repentance,0.0,0.0,1.0,1.0
repetitive,0.0,0.0,1.0,1.0
repfrenchhill,0.0,0.0,1.0,1.0
henri,0.0,0.0,1.0,1.0
replaceable,1.0,0.0,0.0,1.0
replacements,0.0,0.0,1.0,1.0
replatform,0.0,1.0,0.0,1.0
replatformed,0.0,1.0,0.0,1.0
heories,1.0,0.0,0.0,1.0
bvi,1.0,0.0,0.0,1.0
bvl,0.0,0.0,1.0,1.0
herbs,0.0,0.0,1.0,1.0
bw,1.0,0.0,0.0,1.0
bxi5venm,0.0,0.0,1.0,1.0
helius,0.0,0.0,1.0,1.0
bygone,0.0,0.0,1.0,1.0
buttigieg,0.0,0.0,1.0,1.0
buttocks,1.0,0.0,0.0,1.0
buyable,0.0,0.0,1.0,1.0
hella,0.0,0.0,1.0,1.0
buysides,1.0,0.0,0.0,1.0
hellmuth,0.0,0.0,1.0,1.0
buzzing,0.0,0.0,1.0,1.0
buzzwords,1.0,0.0,0.0,1.0
hellooo,0.0,0.0,1.0,1.0
repaid,0.0,0.0,1.0,1.0
reparing,1.0,0.0,0.0,1.0
repatriating,0.0,0.0,1.0,1.0
repeatable,1.0,0.0,0.0,1.0
hellostillmark,0.0,0.0,1.0,1.0
helmet,0.0,0.0,1.0,1.0
helplessness,1.0,0.0,0.0,1.0
hedged,0.0,0.0,1.0,1.0
butcher,0.0,0.0,1.0,1.0
butchered,0.0,0.0,1.0,1.0
heeded,0.0,0.0,1.0,1.0
reposts,0.0,0.0,1.0,1.0
repping,0.0,0.0,1.0,1.0
heelllll,0.0,0.0,1.0,1.0
representations,0.0,0.0,1.0,1.0
heels,0.0,0.0,1.0,1.0
burying,0.0,0.0,1.0,1.0
busier,0.0,0.0,1.0,1.0
heft,0.0,0.0,1.0,1.0
busin,1.0,0.0,0.0,1.0
busine,0.0,0.0,1.0,1.0
heka,1.0,0.0,0.0,1.0
heterogeneous,1.0,0.0,0.0,1.0
hexicaaans,0.0,0.0,1.0,1.0
burgers,1.0,0.0,0.0,1.0
burniske,0.0,0.0,1.0,1.0
burnout,1.0,0.0,0.0,1.0
burntheticker,0.0,0.0,1.0,1.0
burrowed,0.0,0.0,1.0,1.0
burry,0.0,1.0,0.0,1.0
hexicans,0.0,0.0,1.0,1.0
replatforming,0.0,1.0,0.0,1.0
hfcap,0.0,0.0,1.0,1.0
replenish,0.0,0.0,1.0,1.0
replicas,0.0,0.0,1.0,1.0
hfsp,0.0,0.0,1.0,1.0
googlex,1.0,0.0,0.0,1.0
replicating,0.0,0.0,1.0,1.0
replication,1.0,0.0,0.0,1.0
googling,0.0,0.0,1.0,1.0
bullievers,1.0,0.0,0.0,1.0
bullishness,1.0,0.0,0.0,1.0
bullposting,1.0,0.0,0.0,1.0
bullsh,1.0,0.0,0.0,1.0
bullshits,1.0,0.0,0.0,1.0
hers,0.0,0.0,1.0,1.0
hersch,0.0,0.0,1.0,1.0
reselling,1.0,0.0,0.0,1.0
resembles,0.0,0.0,1.0,1.0
herself,0.0,0.0,1.0,1.0
reses,0.0,0.0,1.0,1.0
hese,0.0,0.0,1.0,1.0
reshoot,0.0,0.0,1.0,1.0
bulleti,0.0,0.0,1.0,1.0
bulletin,1.0,0.0,0.0,1.0
heteogeneity,1.0,0.0,0.0,1.0
req,0.0,0.0,1.0,1.0
requesting,0.0,0.0,1.0,1.0
rereading,1.0,0.0,0.0,1.0
heter,0.0,1.0,0.0,1.0
goodvibesssclub,1.0,0.0,0.0,1.0
resea,1.0,0.0,0.0,1.0
researched,1.0,0.0,0.0,1.0
goodwill,1.0,0.0,0.0,1.0
repression,0.0,0.0,1.0,1.0
reprices,1.0,0.0,0.0,1.0
goofed,0.0,0.0,1.0,1.0
reproducible,0.0,0.0,1.0,1.0
googlecloudtech,1.0,0.0,0.0,1.0
googledeepmind,1.0,0.0,0.0,1.0
repurchasing,1.0,0.0,0.0,1.0
residentialclub,0.0,0.0,1.0,1.0
googler,0.0,0.0,1.0,1.0
resigned,0.0,0.0,1.0,1.0
gonzalez,0.0,0.0,1.0,1.0
goodbye,1.0,0.0,0.0,1.0
resitance,0.0,0.0,1.0,1.0
resold,0.0,1.0,0.0,1.0
resolution,1.0,0.0,0.0,1.0
reshuffle,1.0,0.0,0.0,1.0
reshuffled,0.0,0.0,1.0,1.0
resiclubanalytics,0.0,0.0,1.0,1.0
goodhart,0.0,0.0,1.0,1.0
goodluck,1.0,0.0,0.0,1.0
goodmorning,1.0,0.0,0.0,1.0
gnss,1.0,0.0,0.0,1.0
resident,1.0,0.0,0.0,1.0
burdensome,0.0,0.0,1.0,1.0
burdonbase,0.0,0.0,1.0,1.0
goalposts,1.0,0.0,0.0,1.0
bureaucrat,0.0,0.0,1.0,1.0
goats,1.0,0.0,0.0,1.0
bureaucrats,1.0,0.0,0.0,1.0
gobble,1.0,0.0,0.0,1.0
burger,1.0,0.0,0.0,1.0
bummed,0.0,0.0,1.0,1.0
bumped,0.0,0.0,1.0,1.0
gobbles,1.0,0.0,0.0,1.0
gobob,0.0,0.0,1.0,1.0
bundles,0.0,0.0,1.0,1.0
buoyed,1.0,0.0,0.0,1.0
burbs,0.0,0.0,1.0,1.0
burdened,0.0,0.0,1.0,1.0
respectful,0.0,0.0,1.0,1.0
gobs,0.0,0.0,1.0,1.0
respnosive,0.0,1.0,0.0,1.0
hildren,0.0,0.0,1.0,1.0
hile,1.0,0.0,0.0,1.0
responsibilities,0.0,0.0,1.0,1.0
hilmarxo,0.0,0.0,1.0,1.0
responsive,1.0,0.0,0.0,1.0
bukkake,0.0,1.0,0.0,1.0
bulge,0.0,0.0,1.0,1.0
himalayas,0.0,0.0,1.0,1.0
resonating,0.0,0.0,1.0,1.0
gn,0.0,0.0,1.0,1.0
resourceful,0.0,0.0,1.0,1.0
resp,0.0,0.0,1.0,1.0
respectable,0.0,0.0,1.0,1.0
budgetlab,0.0,0.0,1.0,1.0
gnos,0.0,0.0,1.0,1.0
gnosischain,0.0,0.0,1.0,1.0
buffalu,0.0,0.0,1.0,1.0
hides,0.0,0.0,1.0,1.0
buidling,0.0,0.0,1.0,1.0
buildonstellar,0.0,0.0,1.0,1.0
buildonviction,0.0,0.0,1.0,1.0
resolved,1.0,0.0,0.0,1.0
resolves,0.0,0.0,1.0,1.0
resolvlabs,1.0,0.0,0.0,1.0
resonance,1.0,0.0,0.0,1.0
resonated,0.0,0.0,1.0,1.0
resonates,1.0,0.0,0.0,1.0
hierarchy,0.0,0.0,1.0,1.0
budgeting,1.0,0.0,0.0,1.0
btc248,0.0,0.0,1.0,1.0
btcb,0.0,0.0,1.0,1.0
hiframework,0.0,0.0,1.0,1.0
highish,0.0,0.0,1.0,1.0
btcs,0.0,0.0,1.0,1.0
btct,0.0,1.0,0.0,1.0
btctn,0.0,1.0,0.0,1.0
btcusdt,0.0,0.0,1.0,1.0
resurfacing,0.0,0.0,1.0,1.0
hikes,0.0,0.0,1.0,1.0
resurrecting,0.0,0.0,1.0,1.0
resy,0.0,0.0,1.0,1.0
ret,0.0,0.0,1.0,1.0
reta,0.0,0.0,1.0,1.0
retailers,0.0,0.0,1.0,1.0
btbt,0.0,1.0,0.0,1.0
restroom,1.0,0.0,0.0,1.0
restrooms,1.0,0.0,0.0,1.0
hild,1.0,0.0,0.0,1.0
rests,0.0,0.0,1.0,1.0
restyle,1.0,0.0,0.0,1.0
hhqe2pzqdig,0.0,0.0,1.0,1.0
resumes,0.0,0.0,1.0,1.0
resumption,0.0,0.0,1.0,1.0
restake,0.0,0.0,1.0,1.0
restaked,0.0,0.0,1.0,1.0
restitution,1.0,0.0,0.0,1.0
hiccups,1.0,0.0,0.0,1.0
restoring,0.0,0.0,1.0,1.0
restrict,0.0,0.0,1.0,1.0
hiphophistory,0.0,0.0,1.0,1.0
hiphopnobelpeaceprize,1.0,0.0,0.0,1.0
hiphopvibes,0.0,0.0,1.0,1.0
hippocampus,0.0,0.0,1.0,1.0
retracement,1.0,0.0,0.0,1.0
retracing,1.0,0.0,0.0,1.0
retract,0.0,0.0,1.0,1.0
retrain,0.0,0.0,1.0,1.0
hird,1.0,0.0,0.0,1.0
retreats,1.0,0.0,0.0,1.0
hisotry,0.0,0.0,1.0,1.0
retards,0.0,0.0,1.0,1.0
retatrutide,0.0,0.0,1.0,1.0
retend,0.0,0.0,1.0,1.0
retested,1.0,0.0,0.0,1.0
retests,1.0,0.0,0.0,1.0
retirees,1.0,0.0,0.0,1.0
retort,0.0,0.0,1.0,1.0
historians,0.0,0.0,1.0,1.0
globalize,1.0,0.0,0.0,1.0
bucks,1.0,0.0,0.0,1.0
bud,0.0,1.0,0.0,1.0
buddhist,1.0,0.0,0.0,1.0
retained,0.0,0.0,1.0,1.0
retaining,0.0,0.0,1.0,1.0
retardation,0.0,0.0,1.0,1.0
hink,0.0,0.0,1.0,1.0
bts,0.0,0.0,1.0,1.0
btwn,1.0,0.0,0.0,1.0
hinted,1.0,0.0,0.0,1.0
bubb,0.0,0.0,1.0,1.0
bubba,0.0,0.0,1.0,1.0
bubblemaps,0.0,0.0,1.0,1.0
bubbly,0.0,0.0,1.0,1.0
reusd,0.0,0.0,1.0,1.0
reusde,0.0,0.0,1.0,1.0
reusing,0.0,0.0,1.0,1.0
hints,0.0,0.0,1.0,1.0
revalue,0.0,0.0,1.0,1.0
revamp,0.0,0.0,1.0,1.0
revent,0.0,0.0,1.0,1.0
broadband,1.0,0.0,0.0,1.0
bstr,1.0,0.0,0.0,1.0
retrieve,0.0,0.0,1.0,1.0
retrospect,0.0,0.0,1.0,1.0
retry,1.0,0.0,0.0,1.0
retur,0.0,0.0,1.0,1.0
returnable,0.0,0.0,1.0,1.0
retweeted,0.0,0.0,1.0,1.0
retweets,0.0,0.0,1.0,1.0
bruteforcing,0.0,0.0,1.0,1.0
bryant,0.0,0.0,1.0,1.0
bryce,0.0,0.0,1.0,1.0
bscholl,0.0,0.0,1.0,1.0
bscscan,0.0,0.0,1.0,1.0
bsky,1.0,0.0,0.0,1.0
bsn,0.0,0.0,1.0,1.0
bsquarednetwork,0.0,0.0,1.0,1.0
hiny,0.0,0.0,1.0,1.0
browsing,0.0,0.0,1.0,1.0
brrrrrrrr,0.0,0.0,1.0,1.0
bruggeanico,1.0,0.0,0.0,1.0
brunkow,0.0,0.0,1.0,1.0
brussels,0.0,0.0,1.0,1.0
hip3rliquid,0.0,0.0,1.0,1.0
brute,0.0,0.0,1.0,1.0
reverso,0.0,0.0,1.0,1.0
hipaa,1.0,0.0,0.0,1.0
revise,1.0,0.0,0.0,1.0
gogh,0.0,0.0,1.0,1.0
goingballistic5,0.0,0.0,1.0,1.0
gokiteai,0.0,0.0,1.0,1.0
revisiting,0.0,0.0,1.0,1.0
hindering,1.0,0.0,0.0,1.0
broooo,0.0,0.0,1.0,1.0
brosky,1.0,0.0,0.0,1.0
reverence,0.0,0.0,1.0,1.0
hinders,0.0,0.0,1.0,1.0
reversible,0.0,0.0,1.0,1.0
reversing,1.0,0.0,0.0,1.0
hinges,0.0,0.0,1.0,1.0
reversions,1.0,0.0,0.0,1.0
broking,0.0,0.0,1.0,1.0
broleonaus,0.0,0.0,1.0,1.0
bron,0.0,0.0,1.0,1.0
bronny,0.0,0.0,1.0,1.0
bronx,0.0,0.0,1.0,1.0
bronze,1.0,0.0,0.0,1.0
brookfield,1.0,0.0,0.0,1.0
brooklyn,1.0,0.0,0.0,1.0
goddamit,0.0,0.0,1.0,1.0
broadcasting,1.0,0.0,0.0,1.0
broadcom,1.0,0.0,0.0,1.0
broaden,1.0,0.0,0.0,1.0
brody,0.0,0.0,1.0,1.0
brokerages,0.0,0.0,1.0,1.0
brokering,0.0,0.0,1.0,1.0
goddamn,0.0,0.0,1.0,1.0
rewatching,1.0,0.0,0.0,1.0
godfather,1.0,0.0,0.0,1.0
rewrites,0.0,0.0,1.0,1.0
rewritten,0.0,0.0,1.0,1.0
rezolve,0.0,0.0,1.0,1.0
rf8tgvwwrtu,1.0,0.0,0.0,1.0
rfk,0.0,0.0,1.0,1.0
rfqs,1.0,0.0,0.0,1.0
brits,0.0,0.0,1.0,1.0
godzilla,0.0,0.0,1.0,1.0
brla,1.0,0.0,0.0,1.0
revolutionized,0.0,0.0,1.0,1.0
goe,0.0,1.0,0.0,1.0
revolves,1.0,0.0,0.0,1.0
revs,1.0,0.0,0.0,1.0
rewatched,1.0,0.0,0.0,1.0
brigaded,0.0,0.0,1.0,1.0
brighter,0.0,0.0,1.0,1.0
brightly,0.0,0.0,1.0,1.0
brilliance,1.0,0.0,0.0,1.0
brining,1.0,0.0,0.0,1.0
brink,0.0,0.0,1.0,1.0
bristol,0.0,0.0,1.0,1.0
britcard,1.0,0.0,0.0,1.0
reviving,1.0,0.0,0.0,1.0
revoked,0.0,0.0,1.0,1.0
revoking,0.0,0.0,1.0,1.0
bridger,0.0,1.0,0.0,1.0
goebbels,0.0,0.0,1.0,1.0
briefcase,0.0,0.0,1.0,1.0
hkt,0.0,0.0,1.0,1.0
briefs,1.0,0.0,0.0,1.0
ridgewood,0.0,0.0,1.0,1.0
hlbok,1.0,0.0,0.0,1.0
riemann,1.0,0.0,0.0,1.0
riends,0.0,0.0,1.0,1.0
rif,0.0,0.0,1.0,1.0
hm,1.0,0.0,0.0,1.0
hmmm,0.0,0.0,1.0,1.0
breathwork,1.0,0.0,0.0,1.0
hn,0.0,0.0,1.0,1.0
richhomiecon,0.0,0.0,1.0,1.0
richwgalvin,0.0,0.0,1.0,1.0
hnwis,0.0,0.0,1.0,1.0
rico,1.0,0.0,0.0,1.0
riddance,1.0,0.0,0.0,1.0
hoard,0.0,0.0,1.0,1.0
ridged,1.0,0.0,0.0,1.0
riasuth,1.0,0.0,0.0,1.0
rib,0.0,0.0,1.0,1.0
ribal,0.0,1.0,0.0,1.0
ribbitcapital,0.0,0.0,1.0,1.0
gmcaseycraig,1.0,0.0,0.0,1.0
ribes,0.0,0.0,1.0,1.0
rica,0.0,0.0,1.0,1.0
richardheartwin,0.0,0.0,1.0,1.0
rgb,1.0,0.0,0.0,1.0
rh,0.0,0.0,1.0,1.0
rhhackett,0.0,0.0,1.0,1.0
rhinestonewtf,0.0,0.0,1.0,1.0
rhr,0.0,0.0,1.0,1.0
gmkvd3qdssm,0.0,0.0,1.0,1.0
rialohq,0.0,0.0,1.0,1.0
rias,0.0,0.0,1.0,1.0
rightful,0.0,0.0,1.0,1.0
rightfully,0.0,0.0,1.0,1.0
gmnt,0.0,0.0,1.0,1.0
rigid,1.0,0.0,0.0,1.0
rigidly,1.0,0.0,0.0,1.0
rigor,0.0,0.0,1.0,1.0
gms,1.0,0.0,0.0,1.0
rillethq,1.0,0.0,0.0,1.0
bribery,1.0,0.0,0.0,1.0
hitch,1.0,0.0,0.0,1.0
riff,0.0,0.0,1.0,1.0
riffing,1.0,0.0,0.0,1.0
rifle,0.0,0.0,1.0,1.0
rifts,0.0,0.0,1.0,1.0
riggered,0.0,0.0,1.0,1.0
righteous,0.0,0.0,1.0,1.0
hivemapper,0.0,0.0,1.0,1.0
glozow,0.0,0.0,1.0,1.0
brevity,0.0,0.0,1.0,1.0
brexhq,0.0,0.0,1.0,1.0
glp1,0.0,1.0,0.0,1.0
glucose,0.0,0.0,1.0,1.0
brianarmstrong,1.0,0.0,0.0,1.0
glue,1.0,0.0,0.0,1.0
breck,0.0,0.0,1.0,1.0
glued,0.0,0.0,1.0,1.0
breeze,0.0,0.0,1.0,1.0
breezy,0.0,0.0,1.0,1.0
brenda,1.0,0.0,0.0,1.0
gluing,0.0,0.0,1.0,1.0
brennan,0.0,0.0,1.0,1.0
gluk64,1.0,0.0,0.0,1.0
ripto,0.0,0.0,1.0,1.0
risex,0.0,0.0,1.0,1.0
gly,0.0,0.0,1.0,1.0
glorified,0.0,0.0,1.0,1.0
risking,1.0,0.0,0.0,1.0
rite,0.0,0.0,1.0,1.0
rithmetization,0.0,0.0,1.0,1.0
ritual,0.0,0.0,1.0,1.0
breakable,0.0,0.0,1.0,1.0
breakeven,0.0,0.0,1.0,1.0
breakfast,0.0,0.0,1.0,1.0
breakouts,0.0,0.0,1.0,1.0
glorifies,0.0,0.0,1.0,1.0
breakroom,1.0,0.0,0.0,1.0
glorifying,0.0,0.0,1.0,1.0
rips,0.0,0.0,1.0,1.0
brandishing,0.0,0.0,1.0,1.0
brandonlutnick,0.0,0.0,1.0,1.0
brann,1.0,0.0,0.0,1.0
brassy,0.0,1.0,0.0,1.0
bravado,1.0,0.0,0.0,1.0
bravo,0.0,0.0,1.0,1.0
breaches,0.0,0.0,1.0,1.0
breadcrumbs,1.0,0.0,0.0,1.0
glorious,0.0,0.0,1.0,1.0
ringe,0.0,0.0,1.0,1.0
ringes,0.0,0.0,1.0,1.0
gloss,0.0,1.0,0.0,1.0
rinse,0.0,0.0,1.0,1.0
rinsed,0.0,0.0,1.0,1.0
glove,1.0,0.0,0.0,1.0
rioted,1.0,0.0,0.0,1.0
roaming,0.0,1.0,0.0,1.0
roar,1.0,0.0,0.0,1.0
roast,1.0,0.0,0.0,1.0
roasted,0.0,0.0,1.0,1.0
roasting,1.0,0.0,0.0,1.0
robbed,1.0,0.0,0.0,1.0
glow,1.0,0.0,0.0,1.0
bowmore,1.0,0.0,0.0,1.0
glowfnd,0.0,0.0,1.0,1.0
rndr,1.0,0.0,0.0,1.0
roadkill,0.0,0.0,1.0,1.0
roadmaps,0.0,0.0,1.0,1.0
hog,0.0,0.0,1.0,1.0
roadside,0.0,0.0,1.0,1.0
roam,0.0,0.0,1.0,1.0
roamed,0.0,0.0,1.0,1.0
rlhf,1.0,0.0,0.0,1.0
rll0gt,0.0,0.0,1.0,1.0
rly,0.0,0.0,1.0,1.0
rmay,0.0,0.0,1.0,1.0
rmek,0.0,0.0,1.0,1.0
rmm,1.0,0.0,0.0,1.0
rms,1.0,0.0,0.0,1.0
rmseqj,0.0,0.0,1.0,1.0
rival,1.0,0.0,0.0,1.0
hokkaido,0.0,0.0,1.0,1.0
rivers,0.0,0.0,1.0,1.0
riveting,0.0,0.0,1.0,1.0
riviera,0.0,0.0,1.0,1.0
rivilege,0.0,1.0,0.0,1.0
rlarsa,0.0,0.0,1.0,1.0
rler,0.0,0.0,1.0,1.0
holistic,0.0,0.0,1.0,1.0
hollowing,0.0,0.0,1.0,1.0
robotize,1.0,0.0,0.0,1.0
robson,0.0,0.0,1.0,1.0
robustly,0.0,0.0,1.0,1.0
roc,1.0,0.0,0.0,1.0
hollyaoneill,0.0,0.0,1.0,1.0
hollyoneill,0.0,0.0,1.0,1.0
glimmers,0.0,0.0,1.0,1.0
branded,0.0,0.0,1.0,1.0
robbie,1.0,0.0,0.0,1.0
glitchmarfa,1.0,0.0,0.0,1.0
gloat,1.0,0.0,0.0,1.0
robertalice,1.0,0.0,0.0,1.0
roberto,1.0,0.0,0.0,1.0
robinhanson,0.0,0.0,1.0,1.0
bq,1.0,0.0,0.0,1.0
brackets,0.0,0.0,1.0,1.0
hoffman,0.0,0.0,1.0,1.0
glacier,0.0,0.0,1.0,1.0
bradmillscan,0.0,0.0,1.0,1.0
braindead,0.0,0.0,1.0,1.0
brainstem,1.0,0.0,0.0,1.0
brainwashed,0.0,0.0,1.0,1.0
boxers,1.0,0.0,0.0,1.0
boxing,0.0,0.0,1.0,1.0
glaciers,0.0,0.0,1.0,1.0
gladly,0.0,0.0,1.0,1.0
bp85irnogso,0.0,0.0,1.0,1.0
glance,0.0,0.0,1.0,1.0
bpo1,1.0,0.0,0.0,1.0
bpo2,1.0,0.0,0.0,1.0
rofessional,0.0,0.0,1.0,1.0
rogan,1.0,0.0,0.0,1.0
rogrammatic,1.0,0.0,0.0,1.0
rogress,1.0,0.0,0.0,1.0
rogressive,0.0,0.0,1.0,1.0
rohan,0.0,0.0,1.0,1.0
glassno,0.0,0.0,1.0,1.0
rokipedia,0.0,0.0,1.0,1.0
bowdre4mayor,1.0,0.0,0.0,1.0
bowenwang18,1.0,0.0,0.0,1.0
gle,0.0,0.0,1.0,1.0
rode,1.0,0.0,0.0,1.0
rodeo,0.0,0.0,1.0,1.0
roduces,0.0,0.0,1.0,1.0
roduct,0.0,0.0,1.0,1.0
roelofbotha,0.0,0.0,1.0,1.0
bottomles,0.0,0.0,1.0,1.0
bottomline,0.0,0.0,1.0,1.0
gleaned,1.0,0.0,0.0,1.0
gleaning,0.0,0.0,1.0,1.0
boundary,1.0,0.0,0.0,1.0
bounded,0.0,0.0,1.0,1.0
hoc,1.0,0.0,0.0,1.0
bouyed,1.0,0.0,0.0,1.0
rocketpool,1.0,0.0,0.0,1.0
bothered,0.0,0.0,1.0,1.0
botox,0.0,0.0,1.0,1.0
botq,1.0,0.0,0.0,1.0
bottle,0.0,0.0,1.0,1.0
hockey,0.0,0.0,1.0,1.0
bottling,0.0,0.0,1.0,1.0
giver,1.0,0.0,0.0,1.0
ronaldo,0.0,0.0,1.0,1.0
ronbaronanalyst,1.0,0.0,0.0,1.0
rong,1.0,0.0,0.0,1.0
rongthink,0.0,0.0,1.0,1.0
gizatechxyz,1.0,0.0,0.0,1.0
rookie,0.0,0.0,1.0,1.0
rookisaacman,0.0,0.0,1.0,1.0
roosevelt,1.0,0.0,0.0,1.0
bosses,1.0,0.0,0.0,1.0
gizlilik,0.0,0.0,1.0,1.0
botanix,0.0,0.0,1.0,1.0
botches,1.0,0.0,0.0,1.0
romantic,0.0,0.0,1.0,1.0
rome,0.0,0.0,1.0,1.0
gibberish,1.0,0.0,0.0,1.0
ronald,0.0,0.0,1.0,1.0
bordering,1.0,0.0,0.0,1.0
gieijmwjsys,0.0,0.0,1.0,1.0
giffen,1.0,0.0,0.0,1.0
