timestamp,channel,message_id,views,forwards,reactions,sentiment_compound,sentiment_positive,sentiment_negative,sentiment_neutral,message_length
2025-11-25 18:40:01+00:00,@cointelegraph,65734,12722,67,87,0.0,0.0,0.0,1.0,0
2025-11-25 16:29:56+00:00,@cointelegraph,65733,13113,68,93,-0.5106,0.0,0.133,0.867,137
2025-11-25 14:59:56+00:00,@cointelegraph,65732,13244,48,0,0.0,0.0,0.0,1.0,0
2025-11-25 14:59:56+00:00,@cointelegraph,65731,13564,47,82,-0.1779,0.074,0.104,0.823,130
2025-11-25 12:29:57+00:00,@cointelegraph,65730,13736,51,0,0.0,0.0,0.0,1.0,0
2025-11-25 12:29:56+00:00,@cointelegraph,65729,14241,52,79,0.4767,0.17,0.0,0.83,127
2025-11-25 10:29:56+00:00,@cointelegraph,65728,12749,76,75,0.0,0.0,0.0,1.0,109
2025-11-25 08:59:56+00:00,@cointelegraph,65727,12769,64,68,0.5904,0.152,0.0,0.848,172
2025-11-25 08:03:03+00:00,@cointelegraph,65726,11607,64,70,0.0,0.0,0.0,1.0,195
2025-11-25 07:30:48+00:00,@cointelegraph,65725,10804,51,27,-0.3182,0.092,0.156,0.752,176
2025-11-25 07:02:38+00:00,@cointelegraph,65724,10483,22,555,0.3237,0.143,0.092,0.766,96
2025-11-25 06:31:12+00:00,@cointelegraph,65723,10257,46,0,0.0,0.0,0.0,1.0,0
2025-11-25 06:31:12+00:00,@cointelegraph,65722,11170,46,0,0.0,0.0,0.0,1.0,0
2025-11-25 06:31:11+00:00,@cointelegraph,65721,10327,48,65,0.34,0.074,0.0,0.926,177
2025-11-25 06:02:42+00:00,@cointelegraph,65720,9327,29,0,0.0,0.0,0.0,1.0,0
2025-11-25 06:02:42+00:00,@cointelegraph,65719,9641,29,0,0.0,0.0,0.0,1.0,0
2025-11-25 06:02:41+00:00,@cointelegraph,65718,9082,29,42,0.0,0.0,0.0,1.0,174
2025-11-25 05:14:32+00:00,@cointelegraph,65717,10311,41,0,0.0,0.0,0.0,1.0,0
2025-11-25 05:14:31+00:00,@cointelegraph,65716,10684,44,80,0.1531,0.075,0.056,0.87,195
2025-11-25 03:37:29+00:00,@cointelegraph,65715,9571,28,49,-0.8261,0.084,0.104,0.812,2029
2025-11-25 02:45:21+00:00,@cointelegraph,65714,9830,34,51,-0.2598,0.065,0.121,0.814,203
2025-11-25 01:26:28+00:00,@cointelegraph,65713,10134,49,0,0.0,0.0,0.0,1.0,0
2025-11-25 01:26:27+00:00,@cointelegraph,65712,10540,50,70,-0.6249,0.0,0.175,0.825,145
2025-11-25 00:08:50+00:00,@cointelegraph,65711,10750,51,79,0.0,0.0,0.0,1.0,107
2025-11-24 22:34:14+00:00,@cointelegraph,65710,11822,52,156,-0.1027,0.082,0.096,0.822,133
2025-11-24 21:33:57+00:00,@cointelegraph,65709,12145,47,0,-0.2732,0.0,0.095,0.905,100
2025-11-24 21:33:57+00:00,@cointelegraph,65708,12250,46,153,0.0,0.0,0.0,1.0,0
2025-11-24 19:11:18+00:00,@cointelegraph,65707,19970,99,0,0.0,0.0,0.0,1.0,0
2025-11-24 19:11:18+00:00,@cointelegraph,65706,20612,99,88,0.25,0.171,0.093,0.736,126
2025-11-24 17:50:19+00:00,@cointelegraph,65705,12356,44,0,0.0,0.0,0.0,1.0,0
2025-11-24 17:50:19+00:00,@cointelegraph,65704,12880,44,87,-0.3182,0.034,0.074,0.892,187
2025-11-24 16:01:00+00:00,@cointelegraph,65703,12205,37,45,0.7717,0.189,0.0,0.811,206
2025-11-24 15:29:28+00:00,@cointelegraph,65702,12735,65,71,0.128,0.055,0.0,0.945,143
2025-11-24 14:41:41+00:00,@cointelegraph,65701,11967,33,0,0.0,0.0,0.0,1.0,0
2025-11-24 14:41:40+00:00,@cointelegraph,65700,12387,32,69,0.2023,0.178,0.102,0.72,118
2025-11-24 13:33:40+00:00,@cointelegraph,65699,12196,46,0,0.0,0.0,0.0,1.0,0
2025-11-24 13:33:40+00:00,@cointelegraph,65698,12807,46,72,-0.34,0.0,0.103,0.897,120
2025-11-24 12:17:40+00:00,@cointelegraph,65697,13145,47,44,0.3612,0.075,0.0,0.925,166
2025-11-24 10:33:44+00:00,@cointelegraph,65696,12605,57,0,0.0,0.0,0.0,1.0,0
2025-11-24 10:33:43+00:00,@cointelegraph,65695,13166,60,104,0.0,0.0,0.0,1.0,151
2025-11-24 07:35:03+00:00,@cointelegraph,65694,13140,63,115,-0.7579,0.0,0.165,0.835,230
2025-11-24 07:03:38+00:00,@cointelegraph,65693,11393,43,47,-0.1531,0.06,0.079,0.861,179
2025-11-24 06:31:37+00:00,@cointelegraph,65692,10891,46,0,0.0,0.0,0.0,1.0,0
2025-11-24 06:31:36+00:00,@cointelegraph,65691,11546,45,124,-0.2528,0.138,0.183,0.679,210
2025-11-24 05:51:57+00:00,@cointelegraph,65690,10754,40,0,0.0,0.0,0.0,1.0,0
2025-11-24 05:51:57+00:00,@cointelegraph,65689,11121,40,50,-0.34,0.0,0.082,0.918,174
2025-11-24 04:32:19+00:00,@cointelegraph,65688,17939,107,72,0.5106,0.048,0.0,0.952,422
2025-11-24 03:33:08+00:00,@cointelegraph,65687,16373,113,0,0.0,0.0,0.0,1.0,0
2025-11-24 03:33:07+00:00,@cointelegraph,65686,17195,112,0,0.0,0.0,0.0,1.0,0
2025-11-24 03:33:07+00:00,@cointelegraph,65685,16553,113,105,0.6369,0.213,0.077,0.71,147
2025-11-24 02:38:05+00:00,@cointelegraph,65684,10742,69,65,-0.34,0.0,0.079,0.921,164
2025-11-24 01:18:34+00:00,@cointelegraph,65683,18035,82,0,0.0,0.0,0.0,1.0,0
